,bar #,days 7-30,days 31-60,days 61-120
0,1.0,0.06702702702702704,0.056962025316455694,0.057971014492753624
1,2.0,0.20216216216216215,0.21202531645569622,0.14492753623188406
2,3.0,0.24432432432432433,0.21835443037974686,0.26811594202898553
3,4.0,0.2,0.19936708860759492,0.17391304347826086
4,5.0,0.1610810810810811,0.18037974683544303,0.17391304347826086
5,6.0,0.0908108108108108,0.10126582278481013,0.13768115942028986
6,7.0,0.032432432432432434,0.03164556962025317,0.043478260869565216
7,8.0,0.0021621621621621626,0.0,0.0
