,column #,coefficients,coefficients error
0,1.0,4.493577209102249,1.0142560427669849
1,2.0,1.591990922107895,0.7680400682882746
2,3.0,0.5369738731161506,0.24787732344483016
3,4.0,0.27329736545399896,0.0958719515121065
4,5.0,0.040466923706725666,0.09178429253314507
5,6.0,2.64458144593128,0.1817805761889493
6,7.0,1.2536274582127724,0.2971787853678947
7,8.0,0.7823109687716219,0.4682651500261288
